Constituency Name,Electorate,Conservative Votes,Conservative Vote (proportion),Labour Votes,Labour Vote (proportion),Lib Dem Votes,Lib Dem Vote (proportion),Turnout (Proportion),Binary_Con (1 = win),Median House Price (£),Ratio of median house price to median salary,Home Ownership (proportion of households),Unemployment Rate,Share of LSOAs (small areas) in most deprived decile,Number of Businesses,Number of businesses per capita,Standardised Weighted Overall Social Mobility Index,School Funding Per Pupil (Real),Are Religous (proportion),Are Not Religious (proportion),Are Christian (proportion),Are Muslim (proportion),Average Internet Speed (Mb/s),Asthma,Atrial fibrillation,Cancer diagnosis since 2003,Cardiovascular disease (primary prevention),Chronic kidney disease,COPD,Coronary heart disease,Dementia,Depression,Diabetes,Epilepsy,Heart failure,High blood pressure (hypertension),Learning disabilities,Obesity,Osteoporosis,Peripheral arterial disease,Rheumatoid arthritis,"Schizophrenia, bipolar disorder & psychoses",Stroke and transient ischaemic attack,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,"""White""","""Mixed""","""Asian""","""Black""","""Other"""
Leigh,77417,21266,0.274694189,19301,0.249312167,2252,0.029089218,0.606830541,1,160000,5.4,0.678220256,0.036506747,0.1875,3075,0.039719958,-55.07359488,"4,569",0.76742041,0.17527695,0.75166267,0.007573036,103.0,0.073958679,0.021114611,0.030079535,0.013314044,0.043984301,0.026154034,0.038737543,0.007013828,0.139483627,0.075690047,0.008556575,0.008784486,0.152394468,0.005994606,0.123595049,0.003469024,0.006951967,0.008348496,0.008438201,0.018981551,0.11601939,0.11285198,0.11394226,0.13438475,0.13042784,0.14906574,0.11070905,0.09255047,0.0400485,0.967639834,0.00991291,0.013747973,0.006281736,0.002417546
Lewes,71503,26268,0.367369201,3206,0.04483728,23811,0.333007007,0.767114667,1,330000,9.9,0.73148891,0.021051832,0,4560,0.063773548,6.650847702,"4,567",0.596108491,0.320573295,0.574564586,0.004354136,52.3,0.072592982,0.032851733,0.046103498,0.013485155,0.06219696,0.021383538,0.037027663,0.011490359,0.139813434,0.06373467,0.008050787,0.009516997,0.168207051,0.0045297,0.085433457,0.008264838,0.007531517,0.008351037,0.010514683,0.024094826,0.0992901,0.10976298,0.08414488,0.10041827,0.11958662,0.14873825,0.13229457,0.12243898,0.08332536,0.970314768,0.012189314,0.012416092,0.003231586,0.00184824
"Lewisham, Deptford",80631,6303,0.078170927,39216,0.486363805,5774,0.071610175,0.686683782,0,400000,11.5,0.499693988,0.036910967,0.031746032,3340,0.041423274,19.45496324,"4,566",0.669784553,0.242745044,0.559986694,0.060749858,90.6,0.057317025,0.010483984,0.021909095,0.009864628,0.019729758,0.013981748,0.018632595,0.005265659,0.083707168,0.070216526,0.006089633,0.004950122,0.121293782,0.005067234,0.087019475,0.004698014,0.004342131,0.004980893,0.012806441,0.012128039,0.14284435,0.11740963,0.11993343,0.17994935,0.15296635,0.131371,0.076868,0.0455355,0.03312241,0.557168855,0.070103516,0.087450835,0.258184451,0.027092343
Lewisham East,67857,9653,0.142255036,26661,0.392899775,5039,0.074259104,0.660432969,0,420000,11.1,0.473097141,0.037170203,0.014925373,4070,0.059979074,10.60185052,"4,565",0.62587152,0.286000019,0.539771494,0.053258234,89.0,0.059055858,0.011572739,0.021835985,0.009174584,0.018305951,0.014430851,0.017810719,0.00481086,0.103676452,0.061252885,0.006794431,0.005128702,0.11064934,0.004582525,0.093577117,0.004342471,0.004025231,0.00522296,0.013495876,0.010999387,0.14523523,0.10399212,0.11676682,0.19508929,0.16313531,0.12633071,0.07530906,0.04605082,0.02809066,0.619965469,0.072967083,0.065504326,0.224401611,0.017161511
Lewisham West and Penge,74617,10317,0.138266079,31860,0.426980447,6260,0.083895091,0.698232306,0,450000,11.9,0.343734209,0.036240546,0.029411765,4680,0.062720292,18.25175411,"4,564",0.614498303,0.295771402,0.491681956,0.072695365,86.3,0.052745357,0.006889187,0.016904094,0.008740269,0.014712957,0.010536071,0.013606918,0.00345716,0.094706871,0.056507913,0.004711267,0.004333402,0.100786227,0.003549666,0.079938143,0.003731263,0.003326185,0.003921966,0.012585556,0.009406067,0.12597749,0.09351735,0.19415076,0.22246638,0.14402565,0.10789802,0.06018144,0.03244448,0.01933844,0.498985172,0.075336577,0.108413766,0.288742943,0.028521542
Leyton and Wanstead,64852,8028,0.123789552,28836,0.444643188,4666,0.071948436,0.686902486,0,467500,12.4,0.468346996,0.027540386,0.016949153,4960,0.076481836,76.14939093,"4,564",0.749344903,0.176007602,0.462906616,0.226351708,106.2,0.048566549,0.008620924,0.018266818,0.008024427,0.031709741,0.007742428,0.017400674,0.003910654,0.07198767,0.067447809,0.005012239,0.004684841,0.104569154,0.004204588,0.08171084,0.002937032,0.003427062,0.004918041,0.012041657,0.009028142,0.13661237,0.10333743,0.15342593,0.21013327,0.13970058,0.11019108,0.07461353,0.04434552,0.02764032,0.491538927,0.052100631,0.246326176,0.171381127,0.038653139
Lichfield,76616,34844,0.454787512,11206,0.146261877,5632,0.07350945,0.704722251,1,250000,7.2,0.758683162,0.018908603,0,4315,0.056319829,43.08338575,"4,562",0.708243265,0.227961499,0.695079852,0.003613486,87.6,0.069087636,0.026996121,0.040052565,0.01158727,0.050118783,0.019600021,0.037795334,0.008847892,0.112438765,0.076198011,0.008103232,0.010991583,0.161872284,0.003780676,0.108161062,0.008839595,0.005632767,0.009929966,0.006546972,0.020399629,0.10530006,0.10797125,0.09510009,0.10846629,0.13010386,0.14910119,0.12216252,0.12123428,0.06056043,0.974522772,0.009808034,0.010948002,0.003807066,0.000914126
Lincoln,74942,24267,0.323810413,20753,0.276920819,2422,0.032318326,0.675575779,1,160500,5.7,0.571463404,0.032986955,0.15625,2830,0.037762536,-49.44501799,"4,560",0.613359791,0.315665733,0.59204958,0.00877424,106.5,0.063253658,0.01862542,0.02763832,0.013441493,0.049411841,0.018376372,0.029265761,0.008255957,0.135240084,0.060378744,0.008159384,0.008030439,0.123195863,0.005706426,0.104507311,0.009806867,0.005074249,0.006011568,0.01049274,0.016998503,0.10940139,0.12538136,0.20646629,0.12862688,0.10497086,0.11804137,0.09049424,0.07042864,0.04618895,0.958442267,0.012526567,0.01774597,0.007739763,0.003545432
"Liverpool, Riverside",80310,4127,0.05138837,41170,0.512638526,2696,0.033569917,0.657315403,0,125000,4.1,0.295563675,0.034073328,0.343283582,6055,0.075395343,-46.10455258,"4,560",0.673190045,0.258867038,0.573364079,0.072119735,93.7,0.053321316,0.013127889,0.020796071,0.011097326,0.036611246,0.023565711,0.022182956,0.004234954,0.121157324,0.046568137,0.007494926,0.006591403,0.097180948,0.003256171,0.094742894,0.00797172,0.005897529,0.004147351,0.014586304,0.012936307,0.07767012,0.11250912,0.34820777,0.15439312,0.08985138,0.08105057,0.06600612,0.0443465,0.02596532,0.796458406,0.041637661,0.077166725,0.04663244,0.038104769
"Liverpool, Walton",62628,4018,0.064156607,34538,0.551478572,756,0.012071278,0.651242256,0,87000,3.3,0.470894959,0.063804254,0.734375,1665,0.026585553,-66.69288136,"4,559",0.80016544,0.14034133,0.782565632,0.01010057,104.6,0.067533302,0.020763672,0.029822118,0.013761687,0.060990798,0.039224187,0.036836966,0.005252767,0.160455965,0.076354458,0.011788212,0.011097315,0.149213969,0.005705498,0.145120694,0.007173146,0.009369885,0.007548238,0.014514168,0.01893014,0.12933248,0.11133397,0.142586,0.14684567,0.11990727,0.13651461,0.10500377,0.06829505,0.04018116,0.951260394,0.011929122,0.018535853,0.011276068,0.006998563
"Liverpool, Wavertree",63458,4225,0.06657947,31310,0.493397208,4055,0.063900533,0.683554477,0,145000,4.8,0.527112702,0.047885139,0.389830508,2225,0.035062561,6.841298768,"4,557",0.756024524,0.179560879,0.682855925,0.047179812,114.1,0.060171185,0.018254677,0.029025937,0.012524763,0.053351708,0.027210947,0.029624914,0.005868708,0.124254082,0.0651008,0.009321935,0.008400101,0.133871624,0.005066839,0.118892371,0.010242019,0.007231229,0.006013522,0.014009872,0.016555898,0.12600131,0.10723025,0.181436,0.14982326,0.11616086,0.1189321,0.09505783,0.0650137,0.04034469,0.84707271,0.034196348,0.050873761,0.042524125,0.025333056
"Liverpool, West Derby",65640,4133,0.062964656,34117,0.519759293,1296,0.019744059,0.670155393,0,130000,4.5,0.54748921,0.049073619,0.568965517,1490,0.022699573,-38.49017048,"4,555",0.813291803,0.130200912,0.796315319,0.009962778,117.1,0.064184932,0.022047053,0.030558821,0.011665106,0.061652751,0.035897233,0.036659073,0.008393358,0.140599356,0.076916359,0.011298756,0.011747721,0.14985924,0.005451067,0.14363966,0.011204749,0.008339062,0.008331477,0.011968172,0.019856318,0.13551021,0.11317701,0.12810511,0.14204728,0.12001413,0.13888591,0.10726151,0.06945367,0.04554515,0.940875001,0.013364702,0.025735335,0.013961143,0.006063819
Loughborough,79764,27954,0.350458854,20785,0.260581215,4153,0.052066095,0.684907979,1,208000,6.8,0.668960735,0.016298346,0.034482759,3670,0.046010732,-37.71503006,"4,554",0.624842453,0.310313883,0.541173861,0.034161146,94.4,0.061737383,0.018776628,0.026641779,0.015096134,0.026494668,0.01597155,0.024474825,0.007539189,0.114111251,0.061106165,0.007257827,0.010691153,0.121494602,0.00440178,0.078449055,0.008301392,0.005530936,0.005800993,0.009587025,0.015748873,0.10047654,0.12727026,0.20828088,0.12022119,0.11216509,0.11757777,0.09666427,0.07468981,0.04265422,0.869858939,0.015981528,0.096927715,0.010224145,0.007007673
Louth and Horncastle,79634,38021,0.477446819,9153,0.114938343,4114,0.051661351,0.657156491,1,180000,6.7,0.714698339,0.029267313,0.087719298,3955,0.049664716,3.909366884,"4,554",0.695381122,0.229333746,0.685534396,0.002281055,53.7,0.080795558,0.035710773,0.04774103,0.013262434,0.087439096,0.030940836,0.053722949,0.012835249,0.128040472,0.095243315,0.01124351,0.01929236,0.199053989,0.009578873,0.138046288,0.013378942,0.009004571,0.011134637,0.008935116,0.030306865,0.09299257,0.09042295,0.08521427,0.08894467,0.10263609,0.15344319,0.16251129,0.14873057,0.07510444,0.986540744,0.006254838,0.005005935,0.00149662,0.000701863
Ludlow,69444,32185,0.463466966,7591,0.1093111,8537,0.122933587,0.723244629,1,235000,7.4,0.692155962,0.01816071,0.018181818,5245,0.075528483,-30.63868628,"4,552",0.709546649,0.21311147,0.698304206,0.002427614,44.4,0.072488077,0.033020002,0.051509601,0.013936853,0.067605344,0.020520501,0.042922302,0.013624764,0.128805781,0.071190412,0.008767118,0.012356255,0.185391233,0.004375611,0.109797778,0.013018198,0.008735994,0.010593982,0.007132442,0.029639725,0.08540409,0.09565026,0.079722,0.09115532,0.11254668,0.16143792,0.15443039,0.14147573,0.07817758,0.986565634,0.005633006,0.005750851,0.001225591,0.000824917
Luton North,68185,14249,0.208975581,23496,0.344591919,2063,0.030255921,0.624609518,0,260000,8.2,0.674988224,0.027131847,0.016393443,2600,0.038131554,25.2009134,"4,551",0.77818428,0.159580381,0.494203968,0.223776365,112.4,0.060452108,0.012696649,0.021711002,0.013743519,0.028559746,0.013315119,0.027843692,0.007016274,0.087005022,0.090459273,0.006808925,0.006193537,0.132203492,0.005706592,0.105631399,0.003281125,0.00384698,0.007877873,0.009996228,0.014770617,0.16014006,0.13512756,0.10867432,0.14396196,0.12718358,0.12611305,0.08670335,0.06426214,0.04783393,0.548829171,0.04410442,0.288103732,0.108199339,0.010763338
Luton South,69338,13031,0.187934466,21787,0.314214428,0,0,0.606651475,0,241000,8.3,0.549845459,0.03479557,0.046875,4920,0.070956763,33.50295803,"4,550",0.765184244,0.174750408,0.466019241,0.252986023,109.1,0.052769586,0.011176335,0.018145648,0.01215106,0.024832682,0.01338822,0.023351243,0.004142312,0.086651129,0.076839616,0.006376537,0.005625051,0.115747487,0.004603949,0.10471707,0.004476916,0.003529324,0.006838531,0.010734299,0.012371376,0.15969023,0.12478303,0.14557047,0.18125376,0.12794579,0.10705821,0.07516355,0.04759163,0.03094332,0.566917771,0.036204393,0.295298602,0.084144128,0.017435106
Macclesfield,76216,28292,0.371208145,17581,0.230673349,5684,0.074577517,0.706767608,1,245000,7.3,0.745108098,0.020687518,0.016666667,4865,0.063831741,22.20131007,"4,549",0.693303169,0.238055925,0.675912424,0.004277995,88.3,0.07119304,0.028364567,0.036963998,0.011772665,0.044854624,0.019038263,0.035084096,0.012564109,0.1105449,0.063335151,0.008746757,0.009086464,0.16275312,0.004611369,0.08169575,0.008977869,0.00758692,0.007784438,0.009692458,0.021770402,0.10621323,0.10381777,0.08576624,0.10799914,0.1296011,0.16005774,0.12768688,0.11103626,0.06782163,0.968252777,0.009081357,0.017937556,0.003012823,0.001715487
Maidenhead,76668,32620,0.425470861,7882,0.102806908,13774,0.179657745,0.736839359,1,450000,11.3,0.734227497,0.013625794,0,6615,0.086281108,13.69916756,"4,549",0.702741476,0.225311978,0.612901641,0.043529527,86.0,0.063911009,0.022201934,0.031912486,0.009410633,0.043666774,0.011095149,0.026114813,0.008047308,0.091160822,0.055468644,0.0064275,0.008224839,0.130684518,0.003345423,0.065711919,0.00756692,0.003753566,0.006841579,0.007118432,0.015857095,0.12587667,0.12158085,0.08389911,0.12711872,0.14957835,0.14347082,0.10346372,0.08822293,0.05678878,0.87020733,0.019779896,0.094045396,0.009118601,0.006848777
Maidstone and The Weald,76109,31220,0.410201159,9448,0.12413775,8482,0.111445427,0.679026134,1,310000,10.1,0.687121783,0.020278219,0,4880,0.064118567,15.51237248,"4,548",0.661092676,0.265112746,0.623070926,0.012204142,82.1,0.061353552,0.02197289,0.031391862,0.007705421,0.045236325,0.017129706,0.02741603,0.009510483,0.107122462,0.066787493,0.008122057,0.007765238,0.142473537,0.004385711,0.095007189,0.007183426,0.004393968,0.00823311,0.00823927,0.018122768,0.12309876,0.11625341,0.11499646,0.13521604,0.13037817,0.13820013,0.10131481,0.08558951,0.05495272,0.931392931,0.015912362,0.039151207,0.009795298,0.003748201
Makerfield,74190,15214,0.205068068,19954,0.268958081,2108,0.028413533,0.596562879,0,140000,4.6,0.744945302,0.029618564,0.098360656,2310,0.031136272,0.695285314,"4,545",0.810339912,0.136636728,0.800696523,0.004470377,102.6,0.076195183,0.023809907,0.032546154,0.013438069,0.050239727,0.025882423,0.041667481,0.008817317,0.144715885,0.08098618,0.009932145,0.011956594,0.165628822,0.006390256,0.124424588,0.006297827,0.00777833,0.007695505,0.008790153,0.021078366,0.11319819,0.11644122,0.11125437,0.12311567,0.13260671,0.14426967,0.11221638,0.1021997,0.04469811,0.981069632,0.006955052,0.006853221,0.003513167,0.001608929
Maldon,72438,36304,0.501173417,6263,0.086460145,5990,0.082691405,0.695877854,1,339995,9.6,0.792918426,0.014646158,0,4855,0.067022833,65.50006631,"4,545",0.66236472,0.26642792,0.648265144,0.004133023,62.9,0.069258051,0.023424207,0.035009479,0.013255669,0.048232017,0.016526276,0.032648138,0.007650117,0.085246596,0.071669937,0.007789475,0.007953185,0.166588729,0.003248178,0.090282579,0.003859603,0.00446493,0.00949494,0.006548517,0.018382539,0.10193806,0.10827198,0.09398008,0.10031399,0.12634256,0.15801212,0.13472282,0.11487656,0.06154179,0.974683829,0.009425994,0.010315664,0.003648772,0.001925741
Manchester Central,92247,7734,0.083840125,36823,0.399178293,3420,0.037074376,0.566836862,0,184650,6.6,0.271133929,0.034813823,0.486486486,11925,0.129272497,-9.257072905,"4,544",0.64955407,0.280459479,0.487247443,0.125247532,92.7,0.050629345,0.008761661,0.014922011,0.011471996,0.021009842,0.017888075,0.018547516,0.003375464,0.108792899,0.051511946,0.006989212,0.005335945,0.08672205,0.004048285,0.084812881,0.0050682,0.005999067,0.003961273,0.011546839,0.010244567,0.10897336,0.11938271,0.35193947,0.16762796,0.08582495,0.07393791,0.04687481,0.02846333,0.01697552,0.626207882,0.050235993,0.146114676,0.141037476,0.036403972
"Manchester, Gorton",76419,4244,0.055535927,34583,0.452544524,2448,0.032033918,0.582904775,0,162000,6.0,0.391191067,0.05022516,0.396551724,2625,0.034350096,-17.87019527,"4,544",0.711757406,0.215768269,0.393784061,0.28786489,82.9,0.061811438,0.008807556,0.015885171,0.013287878,0.025974398,0.016597773,0.021323846,0.003530016,0.102228363,0.06868523,0.006431515,0.007346891,0.09537233,0.004875438,0.098384879,0.006761288,0.005077108,0.00444539,0.011875829,0.010370007,0.14480863,0.14483384,0.22311423,0.16049496,0.11781568,0.09291594,0.05901292,0.03458391,0.02241987,0.524254033,0.049317434,0.291920718,0.097663627,0.036844188
"Manchester, Withington",76530,5820,0.076048608,35902,0.46912322,7997,0.104494969,0.69247354,0,264000,8.3,0.470001223,0.028733618,0.152542373,3190,0.041683,28.4667203,"4,541",0.60129823,0.326452445,0.453695118,0.110057251,102.4,0.065034454,0.012578704,0.021894502,0.00962067,0.023917208,0.016039328,0.021559936,0.004646587,0.125427449,0.052967926,0.006481355,0.006708157,0.094218503,0.004073367,0.072470862,0.009190744,0.004976643,0.004577722,0.011186389,0.011660849,0.11310923,0.09181418,0.25320841,0.17995294,0.1139776,0.10182053,0.07110473,0.04587174,0.02914062,0.765733984,0.047131395,0.124239003,0.033786236,0.029109382
Mansfield,77131,31484,0.408188666,15178,0.196782098,1626,0.021081018,0.638822263,1,150000,5.8,0.665687322,0.031798555,0.149253731,2775,0.035977752,-75.33414103,"4,540",0.631382459,0.301265484,0.616458944,0.005389313,105.3,0.064854747,0.020792602,0.031306145,0.012822832,0.049239423,0.026051373,0.038772472,0.009291389,0.113769661,0.081169974,0.010647137,0.008848497,0.154944421,0.006746926,0.133309852,0.007980139,0.006120386,0.007737521,0.007961739,0.019056799,0.12212638,0.10461701,0.11679306,0.13202455,0.12175131,0.14615828,0.11734194,0.08903789,0.05014957,0.971818582,0.010587177,0.012338943,0.003809852,0.001445446
Meon Valley,75737,35271,0.465703685,5664,0.074785112,11716,0.154693215,0.733710076,1,325000,9.7,0.770479447,0.013349536,0.017857143,6025,0.079551606,-15.8957135,"4,540",0.655698118,0.273104615,0.640441561,0.004963111,86.5,0.076513503,0.028103482,0.043911473,0.01341785,0.045093919,0.01878566,0.03557566,0.009181131,0.135508739,0.069991464,0.007840702,0.010803806,0.169675135,0.003567207,0.131232332,0.015433431,0.006334197,0.008234509,0.006709322,0.021994849,0.10679591,0.10856786,0.09461121,0.10272045,0.12001249,0.15671253,0.13081093,0.11175735,0.06801126,0.973860209,0.010260063,0.011962654,0.001969665,0.001947409
Meriden,85368,34358,0.402469309,11522,0.134968607,5614,0.065762347,0.634441477,1,279225,8.9,0.68680819,0.038705555,0.225352113,4405,0.051600131,6.214562312,"4,540",0.698359865,0.237351308,0.663294918,0.01062518,109.1,0.065208977,0.021892952,0.035142673,0.011306508,0.042859473,0.022802374,0.032515092,0.007798771,0.120351802,0.077808925,0.009472983,0.008667216,0.151304596,0.005805289,0.10035226,0.005263202,0.005919068,0.007701258,0.008969702,0.019508105,0.12679036,0.12104717,0.11097016,0.11410602,0.12491413,0.14443388,0.10657471,0.0980304,0.05313321,0.918716449,0.0248199,0.033062295,0.019748371,0.003652985
Mid Bedfordshire,87795,38692,0.440708469,14028,0.159781309,8171,0.093069081,0.73713765,1,332500,9.2,0.743654886,0.012010827,0,5405,0.06156387,-13.56718876,"4,537",0.669899422,0.263770837,0.639476234,0.009138942,103.8,0.070373313,0.021247065,0.033734801,0.012689213,0.036375277,0.016452352,0.028288515,0.006398284,0.113048863,0.06176499,0.006732831,0.007250109,0.139899276,0.004124985,0.10062,0.00560252,0.004041301,0.007493091,0.0064763,0.015900553,0.12608061,0.11540068,0.10151155,0.12822875,0.13696927,0.15119758,0.10711242,0.08597867,0.04752047,0.935977467,0.0177685,0.031681665,0.010457347,0.004115021
Mid Derbyshire,67442,29027,0.430399454,13642,0.202277513,4756,0.070519854,0.731828831,1,210000,5.8,0.806875884,0.013906804,0,2690,0.039886124,6.653085924,"4,536",0.666365646,0.264502483,0.651215571,0.00330331,81.9,0.070363384,0.023985431,0.036419192,0.010208456,0.064306438,0.017552359,0.033631638,0.011503788,0.122740926,0.062925545,0.008321785,0.011879464,0.149779531,0.006016894,0.10710954,0.011128546,0.007697593,0.007863639,0.007264771,0.021048238,0.10358561,0.10784254,0.09393893,0.10779486,0.12701669,0.15787652,0.12224701,0.11051358,0.06918426,0.965885596,0.012405238,0.014401483,0.005061907,0.002245776
Middlesbrough,60764,8812,0.145020078,17207,0.283177539,816,0.013429004,0.561138174,0,325000,11.0,0.778167561,0.013246439,0,3455,0.056859325,15.68335769,"4,535",0.649152773,0.275197109,0.636948746,0.002685876,73.3,0.076764064,0.031357726,0.048744721,0.011122075,0.081435188,0.019498432,0.041781545,0.010218735,0.128548911,0.070386773,0.007648468,0.011489955,0.165862726,0.005023995,0.094618588,0.012892165,0.006942179,0.009430714,0.007723113,0.025188569,0.10196549,0.11770151,0.08607322,0.09816674,0.12129591,0.1493298,0.13423094,0.11903588,0.07220051,0.980084908,0.00846608,0.0091097,0.001349127,0.000990185
Middlesbrough South and East Cleveland,72348,28135,0.388884282,16509,0.228188754,1953,0.026994526,0.660930503,1,233747.5,8.2,0.722393628,0.016023566,0,4220,0.058329187,-47.24631486,"4,535",0.650751202,0.273247196,0.638441506,0.002864583,51.5,0.077454956,0.028196533,0.038963349,0.012743338,0.047630744,0.019761363,0.037266416,0.012460977,0.114764698,0.079271329,0.008632596,0.009513538,0.171968913,0.006779269,0.133230549,0.00418063,0.00610149,0.01136897,0.006982342,0.022676004,0.1059739,0.10806291,0.09817259,0.10596466,0.11830442,0.14444435,0.12728885,0.12020853,0.07157978,0.978315304,0.009855769,0.007301683,0.003655849,0.000871394
Mid Dorset and North Poole,65427,29548,0.451617834,3402,0.051996882,14650,0.223913675,0.74785639,1,370000,11.2,0.73647721,0.010869881,0,5490,0.083910312,-21.09788647,"4,532",0.653028427,0.26689103,0.623429538,0.009311691,68.1,0.070015217,0.025407372,0.037737688,0.013033251,0.046216278,0.014810273,0.030228355,0.010846929,0.113770791,0.056770365,0.007272424,0.009096272,0.146538031,0.004221258,0.067322761,0.011071126,0.004933115,0.008715327,0.007738153,0.020777883,0.12209957,0.11197051,0.09242897,0.12799875,0.14528548,0.14306563,0.10741722,0.09156375,0.05817011,0.945661319,0.014388217,0.031054726,0.006390562,0.002505176
Mid Norfolk,82203,35051,0.42639563,12457,0.151539482,7739,0.094144983,0.683503035,1,268975,9.3,0.722840207,0.017512028,0,5025,0.061129156,-74.92614927,"4,527",0.730143774,0.202140725,0.71600991,0.003821966,59.5,0.069022849,0.026934154,0.043127819,0.012123433,0.063015113,0.020769005,0.033781525,0.007609754,0.116635978,0.074430334,0.008313459,0.011138869,0.170390618,0.004512162,0.135053089,0.015626812,0.005792291,0.010024093,0.006352738,0.02226929,0.10819872,0.10423714,0.09628539,0.11128635,0.12410224,0.15123504,0.12979289,0.11084932,0.06401292,0.976411798,0.008776759,0.010989476,0.002233892,0.001588075
Mid Sussex,85146,33455,0.392913349,11218,0.13175017,15258,0.179198083,0.737110375,1,115000,4.6,0.529419395,0.068633968,0.596491228,2400,0.028186879,-31.2266708,"4,527",0.707857029,0.230458637,0.593970063,0.098396633,109.0,0.062779992,0.018352798,0.023570617,0.013796628,0.031602822,0.03033862,0.034225662,0.006692449,0.100787498,0.074410585,0.011030815,0.007942537,0.130341214,0.007349325,0.128199543,0.007091317,0.008222087,0.006951085,0.009615458,0.018981982,0.14143841,0.12497659,0.17720098,0.13539651,0.10856679,0.11765562,0.09391445,0.06337223,0.03747842,0.843946093,0.019560006,0.105896767,0.015916476,0.014680658
Mid Worcestershire,78220,37426,0.478470979,9408,0.120276144,6474,0.082766556,0.717501918,1,156000,5.3,0.675605363,0.03618713,0.186440678,2160,0.027614421,12.44103342,"4,526",0.722243768,0.214293409,0.707948204,0.007217805,105.9,0.0680157,0.02385163,0.031664274,0.01382327,0.033549293,0.029611181,0.039581942,0.010032801,0.123068654,0.077380787,0.010869637,0.008779647,0.162235702,0.006127871,0.121435169,0.007042327,0.008279095,0.007776123,0.009898874,0.02252632,0.11478421,0.10807281,0.11061083,0.10999489,0.11369043,0.14468822,0.13111673,0.10609761,0.06094428,0.975297869,0.00844591,0.011537716,0.002919441,0.001799065
Milton Keynes North,91545,30938,0.337954012,24683,0.269626959,4991,0.054519635,0.683194058,1,273000,8.1,0.582310796,0.022341185,0,6915,0.075536621,16.30905288,"4,525",0.624731112,0.309799833,0.529105568,0.051256999,111.4,0.056780666,0.014434096,0.025042315,0.011152666,0.023409151,0.014814371,0.02179072,0.005311924,0.101580249,0.063235774,0.006156123,0.006919599,0.12189552,0.004086307,0.087003663,0.004455222,0.004025676,0.005797931,0.006547107,0.010654992,0.14384052,0.12204762,0.11024942,0.1613199,0.14546371,0.12077763,0.10016458,0.06307159,0.03306506,0.79957799,0.030788683,0.090879982,0.0731457,0.005607645
Milton Keynes South,96363,32011,0.332191816,25067,0.260130963,4688,0.048649378,0.664227971,1,305000,9.4,0.572442614,0.025317502,0.103896104,7190,0.0746137,19.93867917,"4,524",0.616841045,0.316525354,0.526739252,0.044637585,118.6,0.063868561,0.015357303,0.025318069,0.013452215,0.022061277,0.017053513,0.023425344,0.005987954,0.110137792,0.06677476,0.006621508,0.007303674,0.132675294,0.004189506,0.092979042,0.003079606,0.004284881,0.00633582,0.007578617,0.011433018,0.15127652,0.13158241,0.10111008,0.14659129,0.14945082,0.13040194,0.09220154,0.06293901,0.03444635,0.800697511,0.035308566,0.092211647,0.064728435,0.007053841
Mitcham and Morden,70021,11482,0.163979378,27964,0.399365905,3717,0.053084075,0.653246883,0,392000,12.7,0.561479088,0.03721421,0,4055,0.057911198,-13.3995877,"4,524",0.76220256,0.171126256,0.558239269,0.106933338,104.2,0.051215706,0.010422396,0.02164032,0.01117847,0.02613923,0.011903741,0.019967324,0.005600928,0.092524261,0.078441971,0.005827795,0.005731707,0.119841132,0.004525563,0.088238833,0.005296568,0.003689779,0.006239496,0.010698131,0.010877066,0.14125057,0.1148317,0.1252343,0.17819388,0.1454116,0.13027627,0.08133716,0.05029803,0.03316653,0.537357935,0.051549885,0.217206529,0.174030475,0.019855176
Mole Valley,74665,31656,0.423973749,2965,0.039710708,19615,0.262706757,0.764883145,1,492000,14.1,0.736063048,0.010215544,0,6555,0.087792138,25.10998625,"4,523",0.672471668,0.247945451,0.648806204,0.007260636,73.9,0.065542008,0.02724265,0.043624734,0.012108422,0.037115685,0.014539228,0.029608816,0.010214188,0.096352211,0.055671055,0.006984706,0.006581682,0.149236669,0.004657931,0.062790376,0.00771576,0.005089649,0.007324779,0.007763374,0.019321084,0.10284403,0.11731114,0.08975573,0.09341881,0.13277634,0.16051695,0.12490483,0.10764926,0.07082295,0.95558385,0.013974093,0.021918702,0.004387949,0.004135406
Morecambe and Lunesdale,67397,23925,0.354986127,17571,0.260708934,2328,0.034541597,0.672285117,1,153500,5.6,0.713930731,0.039716855,0.203389831,2730,0.040506254,-39.76533551,"4,523",0.716170751,0.213827082,0.703568537,0.004185532,128.2,0.075651138,0.026381379,0.036967153,0.012244699,0.050494992,0.026913214,0.041282942,0.012604672,0.161129007,0.076798346,0.009735345,0.00886445,0.155727682,0.005243841,0.091976822,0.003956049,0.011373834,0.009558267,0.009562705,0.024407171,0.11757131,0.10819002,0.11380768,0.10340502,0.11168719,0.14517112,0.12655291,0.10947788,0.06413688,0.979517124,0.00814297,0.008405278,0.002771347,0.001163281
